homeless_rate,Income_deprivation_score_2019,GDP,earnings,house_price,white,Black / African / Caribbean / Black British: African,Asian/Asian_Britian,Mixed / Multiple ethnic groups,"Full-time
 work","Part-time
 work",Student / training,Registered unemployed,Not registered but seeking work,Not seeking work / at home,Not working due to long-term illness / disability,Retired,16-17,18-24,25-34,35-44,45-54,55-64,65-74,75+
1.448463468,0.064,4.3611,3.62 ,6.65 ,0.56 ,0.09 ,0.09 ,0.06 ,0.12 ,0.12 ,0.02 ,0.36 ,0.06 ,0.05 ,0.18 ,0.03 ,0.02 ,0.19 ,0.32 ,0.20 ,0.14 ,0.07 ,0.03 ,0.02 
1.879699248,0.059,2.0276,2.55 ,2.00 ,0.95 ,0.00 ,0.02 ,0.02 ,0.20 ,0.10 ,0.03 ,0.32 ,0.03 ,0.12 ,0.13 ,0.05 ,0.02 ,0.25 ,0.37 ,0.13 ,0.14 ,0.07 ,0.03 ,0.00 
6.478612531,0.201,2.0093,2.60 ,1.40 ,0.80 ,0.04 ,0.11 ,0.02 ,0.12 ,0.06 ,0.01 ,0.46 ,0.07 ,0.04 ,0.21 ,0.02 ,0.00 ,0.20 ,0.36 ,0.24 ,0.13 ,0.05 ,0.01 ,0.00 
2.373697605,0.073,1.7861,2.87 ,3.30 ,0.97 ,0.01 ,0.00 ,0.00 ,0.10 ,0.15 ,0.02 ,0.35 ,0.02 ,0.12 ,0.14 ,0.07 ,0.02 ,0.26 ,0.31 ,0.17 ,0.10 ,0.10 ,0.02 ,0.01 
5.067756748,0.145,1.7516,2.62 ,1.40 ,0.92 ,0.00 ,0.04 ,0.01 ,0.12 ,0.08 ,0.01 ,0.28 ,0.04 ,0.06 ,0.23 ,0.03 ,0.02 ,0.21 ,0.32 ,0.24 ,0.12 ,0.06 ,0.02 ,0.01 
5.80035021,0.168,2.1832,2.79 ,1.40 ,0.91 ,0.02 ,0.04 ,0.01 ,0.15 ,0.07 ,0.02 ,0.41 ,0.05 ,0.07 ,0.19 ,0.02 ,0.01 ,0.21 ,0.34 ,0.24 ,0.12 ,0.05 ,0.02 ,0.01 
2.810664257,0.087,3.1283,3.43 ,2.25 ,0.86 ,0.07 ,0.00 ,0.05 ,0.16 ,0.11 ,0.00 ,0.43 ,0.03 ,0.10 ,0.12 ,0.02 ,0.00 ,0.27 ,0.30 ,0.20 ,0.10 ,0.10 ,0.02 ,0.01 
2.479878663,0.066,7.5317,4.21 ,4.18 ,0.83 ,0.03 ,0.08 ,0.01 ,0.15 ,0.06 ,0.00 ,0.20 ,0.13 ,0.21 ,0.10 ,0.02 ,0.00 ,0.18 ,0.34 ,0.25 ,0.13 ,0.05 ,0.04 ,0.00 
1.630757067,0.059,2.7729,3.02 ,2.67 ,0.88 ,0.04 ,0.03 ,0.02 ,0.14 ,0.14 ,0.01 ,0.25 ,0.02 ,0.15 ,0.18 ,0.02 ,0.00 ,0.25 ,0.31 ,0.22 ,0.10 ,0.08 ,0.02 ,0.02 
5.032472692,0.104,5.6852,3.66 ,3.00 ,0.77 ,0.04 ,0.01 ,0.00 ,0.15 ,0.09 ,0.00 ,0.31 ,0.12 ,0.09 ,0.20 ,0.01 ,0.00 ,0.17 ,0.40 ,0.23 ,0.11 ,0.07 ,0.01 ,0.01 
2.100009882,0.056,2.2455,3.03 ,3.08 ,0.91 ,0.05 ,0.00 ,0.02 ,0.21 ,0.15 ,0.00 ,0.28 ,0.01 ,0.07 ,0.13 ,0.02 ,0.00 ,0.24 ,0.26 ,0.31 ,0.12 ,0.04 ,0.02 ,0.02 
3.864890615,0.082,2.8464,2.49 ,2.22 ,0.98 ,0.01 ,0.00 ,0.00 ,0.21 ,0.10 ,0.04 ,0.43 ,0.04 ,0.01 ,0.09 ,0.03 ,0.03 ,0.24 ,0.24 ,0.20 ,0.14 ,0.10 ,0.04 ,0.00 
9.805974183,0.191,3.4205,3.24 ,1.65 ,0.66 ,0.08 ,0.02 ,0.01 ,0.17 ,0.08 ,0.01 ,0.53 ,0.01 ,0.04 ,0.09 ,0.02 ,0.00 ,0.22 ,0.36 ,0.20 ,0.13 ,0.06 ,0.02 ,0.01 
3.625676965,0.215,2.3231,2.78 ,1.55 ,0.49 ,0.15 ,0.15 ,0.06 ,0.11 ,0.12 ,0.03 ,0.46 ,0.01 ,0.09 ,0.09 ,0.00 ,0.01 ,0.23 ,0.36 ,0.23 ,0.10 ,0.04 ,0.01 ,0.02 
5.95933307,0.145,2.2748,2.61 ,1.64 ,0.97 ,0.01 ,0.00 ,0.01 ,0.15 ,0.09 ,0.02 ,0.35 ,0.02 ,0.06 ,0.25 ,0.03 ,0.00 ,0.23 ,0.33 ,0.21 ,0.13 ,0.06 ,0.02 ,0.01 
5.743401973,0.117,2.5385,2.52 ,2.20 ,0.86 ,0.01 ,0.00 ,0.01 ,0.13 ,0.10 ,0.01 ,0.25 ,0.04 ,0.27 ,0.10 ,0.03 ,0.02 ,0.25 ,0.28 ,0.17 ,0.15 ,0.09 ,0.03 ,0.02 
2.555282912,0.162,1.8327,2.75 ,1.75 ,0.92 ,0.01 ,0.01 ,0.02 ,0.06 ,0.05 ,0.01 ,0.47 ,0.01 ,0.03 ,0.31 ,0.02 ,0.00 ,0.19 ,0.31 ,0.28 ,0.15 ,0.05 ,0.02 ,0.01 
2.475544456,0.079,2.9844,2.93 ,1.95 ,0.99 ,0.00 ,0.00 ,0.00 ,0.17 ,0.10 ,0.00 ,0.37 ,0.03 ,0.15 ,0.13 ,0.03 ,0.01 ,0.23 ,0.30 ,0.23 ,0.14 ,0.05 ,0.03 ,0.01 
3.229340868,0.075,3.8422,3.30 ,4.20 ,0.83 ,0.02 ,0.01 ,0.03 ,0.08 ,0.13 ,0.01 ,0.24 ,0.05 ,0.07 ,0.15 ,0.03 ,0.01 ,0.21 ,0.33 ,0.21 ,0.13 ,0.08 ,0.03 ,0.01 
4.852226865,0.156,2.5315,2.90 ,1.65 ,0.66 ,0.09 ,0.08 ,0.03 ,0.08 ,0.07 ,0.01 ,0.51 ,0.04 ,0.04 ,0.13 ,0.01 ,0.02 ,0.23 ,0.34 ,0.24 ,0.12 ,0.03 ,0.01 ,0.00 
3.512437964,0.096,2.2508,2.84 ,2.18 ,0.89 ,0.00 ,0.01 ,0.01 ,0.11 ,0.08 ,0.02 ,0.28 ,0.04 ,0.06 ,0.23 ,0.04 ,0.00 ,0.23 ,0.30 ,0.20 ,0.13 ,0.09 ,0.03 ,0.02 
6.478268718,0.126,5.9307,3.53 ,3.25 ,0.48 ,0.14 ,0.28 ,0.05 ,0.13 ,0.10 ,0.01 ,0.49 ,0.02 ,0.13 ,0.08 ,0.01 ,0.01 ,0.20 ,0.31 ,0.24 ,0.15 ,0.06 ,0.01 ,0.01 
4.07380671,0.108,5.1751,3.09 ,2.83 ,0.81 ,0.04 ,0.06 ,0.07 ,0.15 ,0.13 ,0.02 ,0.45 ,0.02 ,0.07 ,0.12 ,0.02 ,0.02 ,0.34 ,0.30 ,0.19 ,0.09 ,0.04 ,0.02 ,0.00 
2.610252076,0.056,3.7079,3.70 ,3.55 ,0.76 ,0.02 ,0.02 ,0.01 ,0.23 ,0.09 ,0.00 ,0.25 ,0.02 ,0.14 ,0.15 ,0.02 ,0.01 ,0.18 ,0.29 ,0.26 ,0.17 ,0.07 ,0.01 ,0.01 
2.547572957,0.083,3.0355,2.95 ,1.82 ,0.96 ,0.01 ,0.01 ,0.02 ,0.13 ,0.13 ,0.01 ,0.27 ,0.02 ,0.17 ,0.19 ,0.02 ,0.00 ,0.24 ,0.38 ,0.20 ,0.11 ,0.05 ,0.01 ,0.02 
2.925480168,0.074,4.6947,3.50 ,2.70 ,0.73 ,0.04 ,0.02 ,0.00 ,0.15 ,0.19 ,0.01 ,0.23 ,0.03 ,0.10 ,0.21 ,0.04 ,0.01 ,0.23 ,0.34 ,0.19 ,0.12 ,0.06 ,0.03 ,0.01 
4.525504287,0.087,2.7025,2.64 ,3.15 ,0.96 ,0.00 ,0.01 ,0.02 ,0.12 ,0.12 ,0.02 ,0.39 ,0.00 ,0.03 ,0.21 ,0.07 ,0.02 ,0.10 ,0.20 ,0.19 ,0.19 ,0.14 ,0.08 ,0.08 
3.171390717,0.103,2.6151,2.64 ,1.90 ,0.99 ,0.00 ,0.00 ,0.00 ,0.16 ,0.16 ,0.01 ,0.30 ,0.02 ,0.11 ,0.16 ,0.04 ,0.00 ,0.27 ,0.30 ,0.17 ,0.14 ,0.07 ,0.03 ,0.02 
4.0984465,0.091,2.3392,2.74 ,2.15 ,0.95 ,0.01 ,0.02 ,0.01 ,0.16 ,0.10 ,0.01 ,0.32 ,0.04 ,0.08 ,0.15 ,0.04 ,0.00 ,0.26 ,0.32 ,0.19 ,0.12 ,0.06 ,0.03 ,0.02 
3.78437634,0.063,2.9032,2.48 ,2.40 ,0.74 ,0.01 ,0.00 ,0.01 ,0.12 ,0.08 ,0.02 ,0.14 ,0.12 ,0.06 ,0.15 ,0.02 ,0.00 ,0.16 ,0.29 ,0.28 ,0.13 ,0.10 ,0.02 ,0.02 
1.279129912,0.078,2.3405,2.91 ,2.48 ,0.67 ,0.03 ,0.01 ,0.02 ,0.11 ,0.07 ,0.03 ,0.26 ,0.02 ,0.08 ,0.32 ,0.04 ,0.01 ,0.21 ,0.22 ,0.26 ,0.19 ,0.08 ,0.03 ,0.01 
2.531610355,0.054,3.3105,3.23 ,3.87 ,0.92 ,0.03 ,0.03 ,0.01 ,0.30 ,0.11 ,0.01 ,0.30 ,0.05 ,0.09 ,0.10 ,0.04 ,0.00 ,0.18 ,0.28 ,0.27 ,0.13 ,0.09 ,0.04 ,0.01 
5.230182021,0.091,3.7636,3.08 ,1.62 ,0.96 ,0.00 ,0.01 ,0.00 ,0.17 ,0.09 ,0.04 ,0.39 ,0.01 ,0.07 ,0.09 ,0.03 ,0.02 ,0.26 ,0.29 ,0.22 ,0.13 ,0.05 ,0.03 ,0.01 
3.527054583,0.095,2.5929,2.91 ,2.25 ,0.88 ,0.00 ,0.01 ,0.01 ,0.19 ,0.09 ,0.00 ,0.34 ,0.01 ,0.09 ,0.15 ,0.06 ,0.00 ,0.21 ,0.33 ,0.20 ,0.12 ,0.07 ,0.04 ,0.03 
0.67634312,0.086,2.0998,2.98 ,2.30 ,0.99 ,0.01 ,0.00 ,0.00 ,0.14 ,0.09 ,0.03 ,0.37 ,0.00 ,0.18 ,0.09 ,0.05 ,0.00 ,0.17 ,0.43 ,0.08 ,0.20 ,0.05 ,0.07 ,0.00 
4.887848398,0.135,3.4407,3.24 ,2.20 ,0.85 ,0.04 ,0.04 ,0.04 ,0.07 ,0.10 ,0.00 ,0.36 ,0.02 ,0.09 ,0.24 ,0.01 ,0.01 ,0.18 ,0.37 ,0.24 ,0.15 ,0.05 ,0.01 ,0.00 
6.757015533,0.144,2.0238,2.76 ,2.95 ,0.91 ,0.03 ,0.02 ,0.01 ,0.09 ,0.07 ,0.02 ,0.38 ,0.17 ,0.07 ,0.11 ,0.01 ,0.03 ,0.24 ,0.30 ,0.20 ,0.15 ,0.07 ,0.02 ,0.01 
10.60881141,0.162,7.0829,4.37 ,5.10 ,0.19 ,0.27 ,0.04 ,0.04 ,0.15 ,0.14 ,0.02 ,0.40 ,0.07 ,0.06 ,0.09 ,0.01 ,0.00 ,0.17 ,0.32 ,0.22 ,0.17 ,0.10 ,0.02 ,0.00 
3.824857569,0.079,3.8383,3.23 ,4.00 ,0.79 ,0.07 ,0.07 ,0.02 ,0.14 ,0.09 ,0.01 ,0.34 ,0.03 ,0.16 ,0.13 ,0.04 ,0.00 ,0.25 ,0.29 ,0.24 ,0.12 ,0.07 ,0.03 ,0.01 
1.821627812,0.06,3.5073,3.38 ,5.40 ,0.75 ,0.06 ,0.10 ,0.05 ,0.17 ,0.14 ,0.01 ,0.47 ,0.01 ,0.05 ,0.11 ,0.01 ,0.00 ,0.22 ,0.25 ,0.23 ,0.17 ,0.11 ,0.03 ,0.01 
4.064165217,0.182,1.8695,2.72 ,1.33 ,0.97 ,0.01 ,0.00 ,0.00 ,0.13 ,0.05 ,0.01 ,0.62 ,0.01 ,0.03 ,0.10 ,0.01 ,0.00 ,0.22 ,0.35 ,0.23 ,0.14 ,0.04 ,0.01 ,0.00 
1.479783545,0.078,2.6742,3.01 ,1.98 ,0.92 ,0.00 ,0.01 ,0.03 ,0.14 ,0.06 ,0.00 ,0.49 ,0.06 ,0.03 ,0.14 ,0.03 ,0.00 ,0.28 ,0.32 ,0.24 ,0.10 ,0.02 ,0.02 ,0.01 
2.438355329,0.084,1.9661,2.85 ,1.80 ,0.97 ,0.00 ,0.00 ,0.01 ,0.15 ,0.09 ,0.01 ,0.27 ,0.05 ,0.09 ,0.18 ,0.04 ,0.01 ,0.19 ,0.37 ,0.20 ,0.13 ,0.04 ,0.05 ,0.01 
3.40248201,0.12,2.6589,2.91 ,2.33 ,0.84 ,0.02 ,0.05 ,0.02 ,0.15 ,0.09 ,0.02 ,0.48 ,0.03 ,0.04 ,0.14 ,0.02 ,0.02 ,0.25 ,0.30 ,0.23 ,0.12 ,0.06 ,0.01 ,0.01 
11.13874551,0.164,2.8931,3.05 ,1.40 ,0.93 ,0.01 ,0.02 ,0.01 ,0.09 ,0.07 ,0.01 ,0.69 ,0.01 ,0.01 ,0.07 ,0.02 ,0.01 ,0.22 ,0.34 ,0.25 ,0.12 ,0.04 ,0.01 ,0.00 
5.389249558,0.19,2.6788,2.81 ,1.20 ,0.38 ,0.01 ,0.00 ,0.00 ,0.11 ,0.05 ,0.02 ,0.37 ,0.02 ,0.07 ,0.11 ,0.02 ,0.03 ,0.20 ,0.30 ,0.28 ,0.10 ,0.05 ,0.02 ,0.01 
4.11625202,0.068,4.4151,3.08 ,3.05 ,0.88 ,0.01 ,0.01 ,0.02 ,0.24 ,0.12 ,0.01 ,0.28 ,0.03 ,0.07 ,0.15 ,0.04 ,0.01 ,0.21 ,0.30 ,0.22 ,0.13 ,0.10 ,0.03 ,0.01 
5.492251103,0.192,2.9019,2.85 ,1.20 ,0.95 ,0.01 ,0.01 ,0.00 ,0.10 ,0.07 ,0.00 ,0.60 ,0.01 ,0.02 ,0.15 ,0.02 ,0.00 ,0.23 ,0.35 ,0.25 ,0.12 ,0.04 ,0.02 ,0.01 
1.636697906,0.054,4.4238,3.90 ,4.25 ,0.88 ,0.03 ,0.05 ,0.00 ,0.22 ,0.12 ,0.01 ,0.32 ,0.01 ,0.10 ,0.14 ,0.01 ,0.00 ,0.19 ,0.27 ,0.23 ,0.19 ,0.10 ,0.01 ,0.00 
3.870837285,0.095,2.5041,3.50 ,4.03 ,0.66 ,0.15 ,0.08 ,0.08 ,0.15 ,0.12 ,0.00 ,0.25 ,0.10 ,0.17 ,0.10 ,0.01 ,0.00 ,0.31 ,0.29 ,0.19 ,0.12 ,0.05 ,0.02 ,0.00 
5.436546038,0.149,2.3144,2.68 ,2.45 ,0.93 ,0.02 ,0.01 ,0.01 ,0.13 ,0.11 ,0.01 ,0.38 ,0.05 ,0.13 ,0.15 ,0.02 ,0.01 ,0.25 ,0.29 ,0.22 ,0.13 ,0.07 ,0.03 ,0.01 
5.114837066,0.109,4.6868,3.17 ,2.18 ,0.85 ,0.05 ,0.03 ,0.04 ,0.11 ,0.09 ,0.02 ,0.47 ,0.09 ,0.01 ,0.11 ,0.01 ,0.03 ,0.28 ,0.32 ,0.20 ,0.10 ,0.05 ,0.02 ,0.01 
4.97540915,0.175,1.8738,2.41 ,1.50 ,0.84 ,0.04 ,0.06 ,0.01 ,0.12 ,0.05 ,0.01 ,0.52 ,0.02 ,0.06 ,0.17 ,0.03 ,0.00 ,0.18 ,0.33 ,0.25 ,0.15 ,0.06 ,0.03 ,0.00 
4.163197336,0.126,2.5309,2.49 ,1.95 ,0.95 ,0.01 ,0.00 ,0.03 ,0.17 ,0.13 ,0.02 ,0.41 ,0.04 ,0.07 ,0.14 ,0.02 ,0.01 ,0.27 ,0.34 ,0.19 ,0.11 ,0.06 ,0.02 ,0.01 
2.755754331,0.063,2.6458,3.16 ,4.42 ,0.75 ,0.04 ,0.02 ,0.03 ,0.15 ,0.11 ,0.01 ,0.31 ,0.03 ,0.18 ,0.13 ,0.01 ,0.00 ,0.27 ,0.30 ,0.27 ,0.11 ,0.04 ,0.02 ,0.00 
6.116751457,0.101,2.2044,2.45 ,2.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.11 ,0.10 ,0.03 ,0.22 ,0.06 ,0.07 ,0.28 ,0.10 ,0.05 ,0.17 ,0.22 ,0.18 ,0.17 ,0.10 ,0.05 ,0.05 
4.952515415,0.156,2.9046,3.02 ,1.65 ,0.84 ,0.02 ,0.03 ,0.02 ,0.07 ,0.06 ,0.01 ,0.54 ,0.02 ,0.09 ,0.10 ,0.02 ,0.03 ,0.22 ,0.32 ,0.24 ,0.12 ,0.05 ,0.01 ,0.01 
4.804788501,0.173,1.6549,2.82 ,2.25 ,0.93 ,0.01 ,0.00 ,0.02 ,0.08 ,0.12 ,0.02 ,0.29 ,0.04 ,0.12 ,0.25 ,0.06 ,0.02 ,0.23 ,0.29 ,0.18 ,0.14 ,0.07 ,0.04 ,0.02 
3.758955042,0.066,3.1497,3.18 ,3.10 ,0.95 ,0.03 ,0.01 ,0.01 ,0.18 ,0.15 ,0.01 ,0.27 ,0.08 ,0.15 ,0.13 ,0.01 ,0.00 ,0.27 ,0.32 ,0.19 ,0.12 ,0.07 ,0.03 ,0.01 
3.135866865,0.077,3.7068,3.34 ,2.55 ,0.96 ,0.00 ,0.01 ,0.01 ,0.22 ,0.13 ,0.01 ,0.36 ,0.07 ,0.05 ,0.12 ,0.04 ,0.00 ,0.24 ,0.27 ,0.23 ,0.12 ,0.08 ,0.04 ,0.01 
8.730506581,0.185,1.8833,2.44 ,2.45 ,0.85 ,0.01 ,0.00 ,0.01 ,0.08 ,0.11 ,0.00 ,0.49 ,0.04 ,0.10 ,0.11 ,0.02 ,0.01 ,0.22 ,0.27 ,0.22 ,0.16 ,0.09 ,0.03 ,0.01 
3.703467212,0.071,5.2171,3.00 ,4.90 ,0.75 ,0.05 ,0.06 ,0.03 ,0.25 ,0.11 ,0.01 ,0.40 ,0.01 ,0.03 ,0.07 ,0.04 ,0.02 ,0.21 ,0.32 ,0.17 ,0.14 ,0.10 ,0.03 ,0.01 
4.061960565,0.13,2.8724,3.08 ,2.90 ,0.72 ,0.18 ,0.04 ,0.04 ,0.16 ,0.09 ,0.01 ,0.44 ,0.03 ,0.08 ,0.13 ,0.02 ,0.00 ,0.25 ,0.30 ,0.21 ,0.15 ,0.06 ,0.02 ,0.00 
2.300653989,0.08,4.0097,2.97 ,3.50 ,0.91 ,0.01 ,0.01 ,0.02 ,0.14 ,0.12 ,0.01 ,0.23 ,0.04 ,0.12 ,0.22 ,0.02 ,0.01 ,0.28 ,0.27 ,0.18 ,0.16 ,0.08 ,0.02 ,0.00 
7.715573566,0.174,1.7671,2.81 ,2.00 ,0.94 ,0.01 ,0.01 ,0.01 ,0.07 ,0.06 ,0.01 ,0.31 ,0.04 ,0.29 ,0.16 ,0.02 ,0.02 ,0.20 ,0.32 ,0.22 ,0.14 ,0.07 ,0.02 ,0.00 
6.199158893,0.121,1.7493,2.47 ,2.25 ,0.92 ,0.00 ,0.00 ,0.01 ,0.12 ,0.14 ,0.02 ,0.36 ,0.01 ,0.08 ,0.18 ,0.06 ,0.03 ,0.24 ,0.25 ,0.21 ,0.12 ,0.08 ,0.04 ,0.03 
5.837894502,0.192,11.0663,5.09 ,4.58 ,0.18 ,0.12 ,0.40 ,0.04 ,0.12 ,0.12 ,0.01 ,0.53 ,0.03 ,0.03 ,0.07 ,0.01 ,0.00 ,0.19 ,0.34 ,0.26 ,0.14 ,0.06 ,0.01 ,0.00 
3.434647002,0.107,4.3106,2.98 ,2.90 ,0.66 ,0.04 ,0.04 ,0.03 ,0.13 ,0.08 ,0.02 ,0.49 ,0.02 ,0.05 ,0.09 ,0.02 ,0.01 ,0.27 ,0.33 ,0.19 ,0.12 ,0.05 ,0.02 ,0.01 
1.595532509,0.054,3.0187,3.25 ,3.85 ,0.93 ,0.02 ,0.01 ,0.01 ,0.11 ,0.12 ,0.01 ,0.26 ,0.06 ,0.19 ,0.10 ,0.06 ,0.01 ,0.20 ,0.32 ,0.21 ,0.12 ,0.08 ,0.04 ,0.01 
2.856935683,0.057,3.4758,3.86 ,3.31 ,0.82 ,0.05 ,0.03 ,0.03 ,0.28 ,0.11 ,0.00 ,0.32 ,0.03 ,0.05 ,0.16 ,0.02 ,0.00 ,0.22 ,0.27 ,0.23 ,0.13 ,0.11 ,0.03 ,0.01 
4.277685499,0.147,2.6585,2.80 ,1.47 ,0.91 ,0.02 ,0.02 ,0.02 ,0.12 ,0.07 ,0.01 ,0.34 ,0.01 ,0.07 ,0.27 ,0.02 ,0.01 ,0.23 ,0.32 ,0.25 ,0.12 ,0.06 ,0.01 ,0.00 
2.873924022,0.2,1.9543,2.86 ,1.60 ,0.72 ,0.08 ,0.11 ,0.04 ,0.07 ,0.07 ,0.03 ,0.44 ,0.05 ,0.15 ,0.13 ,0.02 ,0.03 ,0.28 ,0.31 ,0.21 ,0.11 ,0.04 ,0.01 ,0.00 
6.943742327,0.152,1.936,3.48 ,4.65 ,0.35 ,0.35 ,0.15 ,0.10 ,0.16 ,0.15 ,0.02 ,0.39 ,0.02 ,0.09 ,0.10 ,0.02 ,0.00 ,0.19 ,0.35 ,0.23 ,0.13 ,0.07 ,0.02 ,0.01 
8.577009222,0.109,4.1327,3.11 ,1.89 ,0.93 ,0.01 ,0.02 ,0.02 ,0.18 ,0.08 ,0.02 ,0.38 ,0.04 ,0.08 ,0.15 ,0.02 ,0.01 ,0.26 ,0.32 ,0.22 ,0.11 ,0.05 ,0.02 ,0.01 
2.442912449,0.07,5.0832,3.38 ,2.95 ,0.86 ,0.02 ,0.05 ,0.03 ,0.08 ,0.10 ,0.01 ,0.30 ,0.09 ,0.05 ,0.20 ,0.01 ,0.00 ,0.19 ,0.32 ,0.26 ,0.17 ,0.05 ,0.01 ,0.00 
3.24974385,0.092,5.9794,3.37 ,3.79 ,0.60 ,0.11 ,0.11 ,0.04 ,0.13 ,0.09 ,0.01 ,0.41 ,0.06 ,0.05 ,0.13 ,0.02 ,0.02 ,0.20 ,0.35 ,0.23 ,0.12 ,0.05 ,0.02 ,0.00 
1.999115016,0.054,2.9662,2.88 ,4.80 ,0.78 ,0.04 ,0.02 ,0.00 ,0.13 ,0.12 ,0.00 ,0.30 ,0.04 ,0.11 ,0.22 ,0.04 ,0.00 ,0.25 ,0.28 ,0.20 ,0.16 ,0.08 ,0.03 ,0.01 
2.912746646,0.073,1.9984,2.81 ,3.20 ,0.95 ,0.01 ,0.00 ,0.03 ,0.15 ,0.13 ,0.00 ,0.20 ,0.06 ,0.10 ,0.20 ,0.05 ,0.00 ,0.18 ,0.31 ,0.20 ,0.17 ,0.08 ,0.05 ,0.01 
7.183618122,0.086,4.593,3.69 ,3.89 ,0.80 ,0.08 ,0.03 ,0.05 ,0.22 ,0.10 ,0.02 ,0.25 ,0.09 ,0.06 ,0.16 ,0.02 ,0.01 ,0.22 ,0.33 ,0.23 ,0.12 ,0.07 ,0.02 ,0.01 
3.111097088,0.064,5.6409,3.61 ,3.40 ,0.88 ,0.02 ,0.01 ,0.02 ,0.16 ,0.12 ,0.01 ,0.24 ,0.04 ,0.22 ,0.08 ,0.02 ,0.00 ,0.26 ,0.32 ,0.17 ,0.13 ,0.08 ,0.02 ,0.01 
4.577922656,0.098,1.7631,2.92 ,2.45 ,0.97 ,0.01 ,0.00 ,0.02 ,0.11 ,0.12 ,0.02 ,0.40 ,0.01 ,0.03 ,0.23 ,0.05 ,0.02 ,0.19 ,0.26 ,0.18 ,0.12 ,0.12 ,0.06 ,0.05 
1.205282281,0.123,2.589,2.98 ,1.78 ,0.97 ,0.01 ,0.01 ,0.01 ,0.12 ,0.04 ,0.01 ,0.59 ,0.00 ,0.17 ,0.02 ,0.04 ,0.00 ,0.23 ,0.30 ,0.19 ,0.15 ,0.08 ,0.03 ,0.02 
5.198261701,0.123,2.0257,2.93 ,1.80 ,0.97 ,0.01 ,0.01 ,0.00 ,0.10 ,0.09 ,0.01 ,0.40 ,0.00 ,0.09 ,0.25 ,0.04 ,0.01 ,0.22 ,0.27 ,0.23 ,0.15 ,0.08 ,0.03 ,0.01 
2.290663756,0.059,2.7698,3.19 ,3.28 ,0.92 ,0.01 ,0.01 ,0.03 ,0.18 ,0.08 ,0.02 ,0.23 ,0.11 ,0.04 ,0.11 ,0.03 ,0.00 ,0.22 ,0.31 ,0.22 ,0.15 ,0.05 ,0.04 ,0.00 
5.149406098,0.081,3.4953,2.86 ,2.44 ,0.89 ,0.01 ,0.01 ,0.01 ,0.19 ,0.13 ,0.01 ,0.37 ,0.05 ,0.06 ,0.11 ,0.02 ,0.00 ,0.22 ,0.33 ,0.21 ,0.14 ,0.07 ,0.02 ,0.01 
5.932969672,0.135,28.4899,4.60 ,9.00 ,0.27 ,0.21 ,0.11 ,0.06 ,0.10 ,0.11 ,0.01 ,0.35 ,0.04 ,0.10 ,0.07 ,0.02 ,0.00 ,0.15 ,0.32 ,0.23 ,0.16 ,0.09 ,0.03 ,0.01 
6.365054791,0.148,1.902,2.62 ,1.36 ,0.93 ,0.02 ,0.02 ,0.01 ,0.12 ,0.09 ,0.01 ,0.49 ,0.03 ,0.03 ,0.16 ,0.02 ,0.01 ,0.22 ,0.35 ,0.23 ,0.13 ,0.05 ,0.02 ,0.01 
2.862697641,0.078,2.6727,2.91 ,2.65 ,0.92 ,0.03 ,0.01 ,0.01 ,0.17 ,0.11 ,0.02 ,0.24 ,0.06 ,0.18 ,0.12 ,0.03 ,0.03 ,0.23 ,0.30 ,0.20 ,0.13 ,0.07 ,0.03 ,0.01 
2.28707564,0.058,4.882,3.42 ,4.20 ,0.93 ,0.01 ,0.02 ,0.02 ,0.18 ,0.09 ,0.00 ,0.40 ,0.01 ,0.03 ,0.21 ,0.06 ,0.01 ,0.24 ,0.24 ,0.20 ,0.16 ,0.09 ,0.05 ,0.02 
3.087133857,0.058,5.4856,3.46 ,4.99 ,0.79 ,0.05 ,0.10 ,0.03 ,0.19 ,0.10 ,0.01 ,0.43 ,0.01 ,0.06 ,0.12 ,0.02 ,0.00 ,0.17 ,0.26 ,0.28 ,0.19 ,0.07 ,0.03 ,0.01 
3.474791574,0.174,1.9022,2.67 ,1.68 ,0.91 ,0.01 ,0.01 ,0.01 ,0.10 ,0.09 ,0.01 ,0.43 ,0.02 ,0.05 ,0.22 ,0.02 ,0.00 ,0.21 ,0.35 ,0.21 ,0.15 ,0.07 ,0.01 ,0.01 
1.833913018,0.044,4.9108,3.82 ,4.10 ,0.80 ,0.06 ,0.07 ,0.05 ,0.13 ,0.14 ,0.01 ,0.37 ,0.13 ,0.13 ,0.05 ,0.02 ,0.01 ,0.20 ,0.29 ,0.23 ,0.16 ,0.08 ,0.01 ,0.01 
8.63819793,0.211,2.2447,2.83 ,1.57 ,0.56 ,0.12 ,0.07 ,0.12 ,0.14 ,0.09 ,0.02 ,0.60 ,0.01 ,0.03 ,0.07 ,0.01 ,0.01 ,0.25 ,0.34 ,0.23 ,0.12 ,0.05 ,0.01 ,0.00 
6.612476936,0.117,3.4065,2.78 ,2.08 ,0.91 ,0.02 ,0.03 ,0.02 ,0.15 ,0.15 ,0.03 ,0.30 ,0.01 ,0.07 ,0.20 ,0.03 ,0.02 ,0.31 ,0.31 ,0.18 ,0.10 ,0.05 ,0.02 ,0.01 
